Rank,University,URL,Country,Number of FTE Students,Number of Students per staff,International Students,Female Male Ratio,Year
401-500,Indian Institute of Technology Delhi,https://www.timeshighereducation.com/world-university-rankings/indian-institute-technology-delhi,India,6926,13.8,0.01,19 : 81,2017
401-500,Indian Institute of Technology Kanpur,https://www.timeshighereducation.com/world-university-rankings/indian-institute-technology-kanpur,India,6513,16.7,0.01,14 : 86,2017
401-500,Indian Institute of Technology Madras,https://www.timeshighereducation.com/world-university-rankings/indian-institute-technology-madras,India,8692,15.5,0.01,19 : 81,2017
401-500,Johannes Kepler University of Linz,https://www.timeshighereducation.com/world-university-rankings/johannes-kepler-university-linz,Austria,6652,11.7,0.09,51 : 49,2017
401-500,University of Jyväskylä,https://www.timeshighereducation.com/world-university-rankings/university-jyvaskyla,Finland,9591,15.4,0.05,62 : 38,2017
401-500,Kazan Federal University,https://www.timeshighereducation.com/world-university-rankings/kazan-federal-university,Russian Federation,24028,10.9,0.09,71 : 29,2017
401-500,Keele University,https://www.timeshighereducation.com/world-university-rankings/keele-university,United Kingdom,8302,14.9,0.22,56 : 44,2017
401-500,Kent State University,https://www.timeshighereducation.com/world-university-rankings/kent-state-university,United States,23059,18.6,0.08,59 : 41,2017
401-500,King Fahd University of Petroleum and Minerals,https://www.timeshighereducation.com/world-university-rankings/king-fahd-university-petroleum-and-minerals,Saudi Arabia,6617,6.8,0.21,0 : 100,2017
401-500,Lehigh University,https://www.timeshighereducation.com/world-university-rankings/lehigh-university,United States,6400,11.3,0.16,44 : 56,2017
401-500,University of Lille,https://www.timeshighereducation.com/world-university-rankings/university-lille,France,67189,27.5,0.12,56 : 44,2017
401-500,Lincoln University,https://www.timeshighereducation.com/world-university-rankings/lincoln-university,New Zealand,2985,14,0.23,47 : 53,2017
401-500,University of Lisbon,https://www.timeshighereducation.com/world-university-rankings/university-lisbon,Portugal,47756,17.8,0.1,52 : 48,2017
401-500,Makerere University,https://www.timeshighereducation.com/world-university-rankings/makerere-university,Uganda,37423,29.2,0.09,51 : 49,2017
401-500,University of Manitoba,https://www.timeshighereducation.com/world-university-rankings/university-manitoba,Canada,29111,28,0.13,55 : 45,2017
401-500,Marche Polytechnic University,https://www.timeshighereducation.com/world-university-rankings/marche-polytechnic-university,Italy,16830,23.6,0.04,46 : 54,2017
401-500,"University of Maryland, Baltimore County",https://www.timeshighereducation.com/world-university-rankings/university-maryland-baltimore-county,United States,13979,17.8,0.08,46 : 54,2017
401-500,Massey University,https://www.timeshighereducation.com/world-university-rankings/massey-university,New Zealand,18681,16.1,0.28,61 : 39,2017
401-500,University of Modena and Reggio Emilia,https://www.timeshighereducation.com/world-university-rankings/university-modena-and-reggio-emilia,Italy,20141,26.4,0.06,54 : 46,2017
401-500,University of Montana,https://www.timeshighereducation.com/world-university-rankings/university-montana,United States,10304,17.6,0.04,55 : 45,2017
401-500,Murdoch University,https://www.timeshighereducation.com/world-university-rankings/murdoch-university,Australia,16391,33.2,0.45,59 : 41,2017
401-500,University of Nantes,https://www.timeshighereducation.com/world-university-rankings/university-nantes,France,34714,22.8,0.11,55 : 45,2017
401-500,University of Naples Federico II,https://www.timeshighereducation.com/world-university-rankings/university-naples-federico-ii,Italy,82500,61.2,0,56 : 44,2017
401-500,National Cheng Kung University (NCKU),https://www.timeshighereducation.com/world-university-rankings/national-cheng-kung-university-ncku,Taiwan,21157,14.3,0.11,36 : 64,2017
401-500,National Chiao Tung University,https://www.timeshighereducation.com/world-university-rankings/national-chiao-tung-university,Taiwan,12609,17.1,0.06,27 : 73,2017
401-500,National Research Nuclear University MEPhI,https://www.timeshighereducation.com/world-university-rankings/national-research-nuclear-university-mephi,Russian Federation,7297,9.8,0.1,29 : 71,2017
401-500,National Taiwan University of Science and Technology (Taiwan Tech),https://www.timeshighereducation.com/world-university-rankings/national-taiwan-university-science-and-technology-taiwan-tech,Taiwan,8070,19,0.11,31 : 69,2017
401-500,University of Neuchâtel,https://www.timeshighereducation.com/world-university-rankings/university-neuchatel,Switzerland,4208,8.8,0.22,60 : 40,2017
401-500,New Mexico State University (Main campus),https://www.timeshighereducation.com/world-university-rankings/new-mexico-state-university-main-campus,United States,14479,17.8,0.07,53 : 47,2017
401-500,University of Nice Sophia Antipolis,https://www.timeshighereducation.com/world-university-rankings/university-nice-sophia-antipolis,France,28218,20.7,0.21,56 : 44,2017
401-500,Northern Arizona University,https://www.timeshighereducation.com/world-university-rankings/northern-arizona-university,United States,23167,24.8,0.05,66 : 34,2017
401-500,Novosibirsk State University,https://www.timeshighereducation.com/world-university-rankings/novosibirsk-state-university,Russian Federation,7125,6.7,0.14,50 : 50,2017
401-500,The Open University,https://www.timeshighereducation.com/world-university-rankings/open-university,United Kingdom,70859,33.9,0.08,61 : 39,2017
401-500,Oxford Brookes University,https://www.timeshighereducation.com/world-university-rankings/oxford-brookes-university,United Kingdom,12928,17.5,0.27,57 : 43,2017
401-500,Panthéon-Sorbonne University– Paris1,https://www.timeshighereducation.com/world-university-rankings/pantheon-sorbonne-university-paris-1,France,40121,32.8,0.2,60 : 40,2017
401-500,University of Pisa,https://www.timeshighereducation.com/world-university-rankings/university-pisa,Italy,50937,19.8,0.05,52 : 48,2017
401-500,Pontifical Catholic University of Chile,https://www.timeshighereducation.com/world-university-rankings/pontifical-catholic-university-chile,Chile,26188,15.6,0.07,n/a,2017
401-500,University of Porto,https://www.timeshighereducation.com/world-university-rankings/university-porto,Portugal,31753,18.6,0.09,54 : 46,2017
401-500,University of Portsmouth,https://www.timeshighereducation.com/world-university-rankings/university-portsmouth,United Kingdom,18949,16.4,0.25,45 : 55,2017
401-500,Universitédu Québecà Montréal,https://www.timeshighereducation.com/world-university-rankings/universite-du-quebec-a-montreal,Canada,28830,26.1,0.19,61 : 39,2017
401-500,RMIT University,https://www.timeshighereducation.com/world-university-rankings/rmit-university,Australia,30795,17.3,0.26,47 : 53,2017
401-500,Renmin University of China,https://www.timeshighereducation.com/world-university-rankings/renmin-university-china,China,24859,11.7,0.06,n/a,2017
401-500,University of Rome II– Tor Vergata,https://www.timeshighereducation.com/world-university-rankings/university-rome-ii-tor-vergata,Italy,31393,18.4,0.06,51 : 49,2017
401-500,University of Rome III,https://www.timeshighereducation.com/world-university-rankings/university-rome-iii,Italy,35290,59,0.04,59 : 41,2017
401-500,University of Rovirai Virgili,https://www.timeshighereducation.com/world-university-rankings/university-rovira-i-virgili,Spain,12637,13,0.1,60 : 40,2017
401-500,Saint Petersburg State University,https://www.timeshighereducation.com/world-university-rankings/saint-petersburg-state-university,Russian Federation,21924,5.5,0.07,64 : 36,2017
401-500,University of Salento,https://www.timeshighereducation.com/world-university-rankings/university-salento,Italy,19983,58.8,0.01,64 : 36,2017
401-500,San Diego State University,https://www.timeshighereducation.com/world-university-rankings/san-diego-state-university,United States,28358,31.8,0.06,56 : 44,2017
401-500,University of Saskatchewan,https://www.timeshighereducation.com/world-university-rankings/university-saskatchewan,Canada,19154,17.9,0.15,57 : 43,2017
401-500,University of Siegen,https://www.timeshighereducation.com/world-university-rankings/university-siegen,Germany,19139,54.4,0.11,50 : 50,2017
401-500,SOAS University of London,https://www.timeshighereducation.com/world-university-rankings/soas-university-london,United Kingdom,4756,11.5,0.54,63 : 37,2017
401-500,University of St Gallen,https://www.timeshighereducation.com/world-university-rankings/university-st-gallen,Switzerland,7175,11.3,0.34,33 : 67,2017
401-500,Stellenbosch University,https://www.timeshighereducation.com/world-university-rankings/stellenbosch-university,South Africa,22478,23.9,0.08,53 : 47,2017
401-500,Stevens Institute of Technology,https://www.timeshighereducation.com/world-university-rankings/stevens-institute-technology,United States,5999,18.3,0.34,29 : 71,2017
401-500,University of Strathclyde,https://www.timeshighereducation.com/world-university-rankings/university-strathclyde,United Kingdom,15770,19.8,0.22,49 : 51,2017
401-500,Sun Yat-sen University,https://www.timeshighereducation.com/world-university-rankings/sun-yat-sen-university,China,51866,16.9,0.08,51 : 49,2017
401-500,Tokyo Medical and Dental University (TMDU),https://www.timeshighereducation.com/world-university-rankings/tokyo-medical-and-dental-university-tmdu,Japan,2906,3.2,0.07,50 : 50,2017
401-500,Tokyo Metropolitan University,https://www.timeshighereducation.com/world-university-rankings/tokyo-metropolitan-university,Japan,9294,9.6,0.04,35 : 65,2017
401-500,University of Tsukuba,https://www.timeshighereducation.com/world-university-rankings/university-tsukuba,Japan,16271,12.6,0.17,38 : 62,2017
401-500,UiT The Arctic University of Norway,https://www.timeshighereducation.com/world-university-rankings/uit-arctic-university-norway,Norway,12180,12,0.12,60 : 40,2017
401-500,Verona University,https://www.timeshighereducation.com/world-university-rankings/verona-university,Italy,24390,18.7,0.06,64 : 36,2017
401-500,University of Waikato,https://www.timeshighereducation.com/world-university-rankings/university-waikato,New Zealand,9904,16.8,0.26,57 : 43,2017
401-500,Western Sydney University,https://www.timeshighereducation.com/world-university-rankings/western-sydney-university,Australia,30734,28.6,0.13,57 : 43,2017
401-500,Wuhan University,https://www.timeshighereducation.com/world-university-rankings/wuhan-university,China,49152,14,0.07,n/a,2017
401-500,Xiamen University,https://www.timeshighereducation.com/world-university-rankings/xiamen-university,China,42210,15.6,0.04,49 : 51,2017
401-500,Écolenormalesupérieure Paris-Saclay,https://www.timeshighereducation.com/world-university-rankings/ecole-normale-superieure-paris-saclay,France,1505,9.6,0.07,26 : 74,2017
501-600,American University of Beirut,https://www.timeshighereducation.com/world-university-rankings/american-university-beirut,Lebanon,7836,8.8,0.23,52 : 48,2017
501-600,"Universityofthe Andes, Colombia",https://www.timeshighereducation.com/world-university-rankings/university-andes-colombia,Colombia,16880,17.5,0.02,44 : 56,2017
501-600,University of Arkansas,https://www.timeshighereducation.com/world-university-rankings/university-arkansas,United States,23545,20.3,0.05,51 : 49,2017
501-600,Athens University of Economics and Business,https://www.timeshighereducation.com/world-university-rankings/athens-university-economics-and-business,Greece,11659,48,0.06,44 : 56,2017
501-600,Auckland University of Technology,https://www.timeshighereducation.com/world-university-rankings/auckland-university-technology,New Zealand,17627,16.9,0.39,59 : 41,2017
501-600,Universityofthe Basque Country,https://www.timeshighereducation.com/world-university-rankings/university-basque-country,Spain,44806,14.8,0.06,52 : 48,2017
501-600,Ben-Gurion Universityofthe Negev,https://www.timeshighereducation.com/world-university-rankings/ben-gurion-university-negev,Israel,16477,20.1,0.03,51 : 49,2017
501-600,Bond University,https://www.timeshighereducation.com/world-university-rankings/bond-university,Australia,3201,13.6,0.35,53 : 47,2017
501-600,Université Bourgogne Franche-Comté (UBFC),https://www.timeshighereducation.com/world-university-rankings/universite-bourgogne-franche-comte-ubfc,France,54487,26.2,0.11,53 : 47,2017
